temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),fluence_n_cm2,flux_n_cm2_sec
290.0,0.0,1.7,1.55,0.047,0.17,0.16,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.0,11.50514998,1e+18,320000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,17.47712125,11.0,3e+17,100000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.0,1.7,1.55,0.047,0.17,0.16,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.0,1.7,1.55,0.047,0.17,0.16,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.0,1.7,1.55,0.047,0.17,0.16,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.0,1.7,1.55,0.047,0.17,0.16,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.0,1.7,1.55,0.047,0.17,0.16,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.0,1.7,1.55,0.047,0.17,0.16,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.0,1.7,1.55,0.047,0.17,0.16,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.0,1.7,1.55,0.047,0.17,0.16,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,17.60205999,11.70757018,4e+17,510000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.8920946,12.0,7.8e+18,1000000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,19.0,11.88649073,1e+19,770000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.0,11.50514998,1e+18,320000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.38021124,11.49136169,2.4e+18,310000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.92941893,11.41497335,8.5e+18,260000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,17.47712125,11.0,3e+17,100000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.38021124,10.90308999,2.4e+18,80000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,18.63346846,11.39794001,4.3e+18,250000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,18.41497335,10.90308999,2.6e+18,80000000000.0
270.0,0.0,0.74,1.37,0.005,0.22,0.16,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,18.60205999,11.36172784,4e+18,230000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,18.38021124,10.84509804,2.4e+18,70000000000.0
310.0,0.0,0.74,1.37,0.005,0.22,0.16,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,19.95904139,13.32221929,9.1e+19,21000000000000.0
290.0,0.0,0.74,1.37,0.005,0.22,0.16,20.34242268,13.32221929,2.2e+20,21000000000000.0
300.0,0.0,0.74,1.37,0.005,0.22,0.16,20.11394335,13.98677173,1.3e+20,97000000000000.0
300.0,0.0,0.74,1.37,0.005,0.22,0.16,19.81954394,13.97772361,6.6e+19,95000000000000.0
300.0,0.0,0.74,1.37,0.005,0.22,0.16,19.23044892,13.98677173,1.7e+19,97000000000000.0
300.0,0.0,0.74,1.37,0.005,0.22,0.16,19.51851394,13.98677173,3.3e+19,97000000000000.0
290.0,0.0,1.7,1.55,0.047,0.17,0.16,20.13987908640124,12.56584781867352,1.38e+20,3680000000000.0
288.0,0.0020000000949949,0.699999988079071,1.309999942779541,0.003000000026077,0.0,0.0,19.39794000867204,12.97932719795048,2.5e+19,9535142722016.264
288.0,0.0020000000949949,0.699999988079071,1.309999942779541,0.0149999996647238,0.0,0.0,19.39794000867204,12.97932719795048,2.5e+19,9535142722016.264
288.0,0.0020000000949949,0.699999988079071,1.309999942779541,0.025000000372529,0.0,0.0,19.39794000867204,12.97932719795048,2.5e+19,9535142722016.264
290.0,0.005,0.74,1.37,0.005,0.22,0.16,20.13987908640124,12.56584781867352,1.38e+20,3680000000000.0
285.0,0.0070000002160668,0.7250000238418579,1.379999995231628,0.0080000003799796,0.0,0.0,19.75050839485134,12.85376177924394,5.63e+19,7141045154743.785
275.0,0.01,0.9,1.33,0.012,0.43,0.07,17.61172330800734,9.1846914308176,4.09e+17,1530000000.0
275.0,0.01,0.9,1.33,0.012,0.43,0.07,17.72098574415374,9.294466226161592,5.26e+17,1970000000.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,17.41497334797082,9.146128035678238,2.6e+17,1400000000.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,18.04139268515823,10.11394335230684,1.1e+18,13000000000.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,17.66275783168157,9.146128035678238,4.6e+17,1400000000.0
276.0,0.01,0.67,1.35,0.003,0.0,0.0,18.23044892137827,10.11394335230684,1.7e+18,13000000000.0
276.0,0.01,0.93,1.35,0.005,0.0,0.0,17.20411998265593,9.146128035678238,1.6e+17,1400000000.0
276.0,0.01,0.93,1.35,0.005,0.0,0.0,18.0,10.11394335230684,1e+18,13000000000.0
276.0,0.01,0.96,1.35,0.004,0.0,0.0,17.25527250510331,9.146128035678238,1.8e+17,1400000000.0
276.0,0.01,0.96,1.35,0.004,0.0,0.0,18.11394335230684,10.11394335230684,1.3e+18,13000000000.0
276.0,0.01,0.67,1.44,0.006,0.0,0.0,17.20411998265593,10.11394335230684,1.6e+17,13000000000.0
276.0,0.01,0.67,1.44,0.006,0.0,0.0,18.0,10.11394335230684,1e+18,13000000000.0
276.0,0.01,0.68,1.44,0.006,0.0,0.0,18.23044892137827,10.11394335230684,1.7e+18,13000000000.0
276.0,0.01,0.69,1.44,0.009,0.0,0.0,18.23044892137827,10.11394335230684,1.7e+18,13000000000.0
276.0,0.01,0.74,1.44,0.005,0.0,0.0,18.34242268082221,10.11394335230684,2.2e+18,13000000000.0
276.0,0.01,0.74,1.44,0.01,0.0,0.0,18.04139268515823,10.11394335230684,1.1e+18,13000000000.0
276.0,0.01,0.76,1.44,0.006,0.0,0.0,18.04139268515823,10.11394335230684,1.1e+18,13000000000.0
276.0,0.01,0.97,1.44,0.006,0.0,0.0,17.66275783168157,9.146128035678238,4.6e+17,1400000000.0
276.0,0.01,0.97,1.44,0.006,0.0,0.0,18.23044892137827,10.11394335230684,1.7e+18,13000000000.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,17.99563519459755,10.11394335230684,9.9e+17,13000000000.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,17.25527250510331,9.146128035678238,1.8e+17,1400000000.0
276.0,0.01,0.99,1.44,0.007,0.0,0.0,18.11394335230684,10.11394335230684,1.3e+18,13000000000.0
286.0,0.01,0.86,1.44,0.007,0.0,0.0,20.0,11.07918124604763,1e+20,120000000000.0
291.6666666666667,0.01,0.73,0.58,0.011,0.24,0.21,17.86864443839482,10.39670997785976,7.39e+17,24929293910.64046
292.2222222222222,0.01,0.73,0.58,0.011,0.24,0.21,18.49415459401844,10.72350638054658,3.12e+18,52906176999.65
291.1111111111111,0.01,0.73,0.58,0.011,0.24,0.21,19.16136800223498,10.76991036142231,1.45e+19,58872213030.03669
276.6666666666667,0.01,0.9,1.33,0.012,0.43,0.07,18.06818586174616,10.07445071895459,1.17e+18,11870000000.0
276.6666666666667,0.01,0.9,1.33,0.012,0.43,0.07,18.2718416065365,10.27806733088866,1.87e+18,18970000000.0
276.6666666666667,0.01,0.9,1.33,0.012,0.43,0.07,18.2480714009192,9.93124423070016,1.7704e+18,8535800000.0
276.6666666666667,0.01,0.9,1.33,0.012,0.43,0.07,18.43898511919634,10.12215031944081,2.7478e+18,13248000000.0
293.3333333333333,0.01,0.15,1.45,0.01,0.0,0.12,18.38916608436453,10.95084022481055,2.45e+18,89297690069.22209
292.7777777777778,0.01,0.15,1.45,0.01,0.0,0.12,19.09691001300806,10.88798604096087,1.25e+19,77265575009.17297
293.3333333333333,0.01,0.15,1.45,0.01,0.0,0.12,19.6232492903979,10.8619915937321,4.2e+19,72776571766.01709
292.2222222222222,0.01,0.15,1.45,0.01,0.0,0.12,19.39619934709573,10.88413407487685,2.49e+19,76583299747.40428
255.0,0.01,0.75,1.42,0.004,0.0,0.0,18.85430604180108,11.14612803567824,7.15e+18,140000000000.0
255.0,0.01,0.75,1.42,0.004,0.0,0.0,19.7093547758344,12.45024910831936,5.121e+19,2820000000000.0
255.0,0.01,0.75,1.42,0.004,0.0,0.0,19.93931953107824,12.67577834167409,8.696e+19,4740000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.01,1.67,0.003,0.15,0.13,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.01,1.67,0.003,0.15,0.13,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.01,1.67,0.003,0.15,0.13,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.01,1.67,0.003,0.15,0.13,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.01,1.67,0.003,0.15,0.13,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.01,1.67,0.003,0.15,0.13,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.01,1.67,0.003,0.15,0.13,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.01,1.67,0.003,0.15,0.13,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.01,1.67,0.003,0.15,0.13,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.01,1.65,0.041,0.16,0.14,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.01,1.65,0.041,0.16,0.14,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.01,1.65,0.041,0.16,0.14,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.01,1.65,0.041,0.16,0.14,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.01,1.65,0.041,0.16,0.14,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.01,1.65,0.041,0.16,0.14,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.01,1.65,0.041,0.16,0.14,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.01,1.65,0.041,0.16,0.14,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.01,1.65,0.041,0.16,0.14,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.86,0.01,0.004,0.14,0.13,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.86,0.01,0.004,0.14,0.13,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.86,0.01,0.004,0.14,0.13,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.86,0.01,0.004,0.14,0.13,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.86,0.01,0.004,0.14,0.13,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.86,0.01,0.004,0.14,0.13,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.86,0.01,0.004,0.14,0.13,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.86,0.01,0.004,0.14,0.13,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.86,0.01,0.004,0.14,0.13,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.86,0.85,0.003,0.15,0.15,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.86,0.85,0.003,0.15,0.15,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.86,0.85,0.003,0.15,0.15,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.86,0.85,0.003,0.15,0.15,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.86,0.85,0.003,0.15,0.15,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.86,0.85,0.003,0.15,0.15,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.86,0.85,0.003,0.15,0.15,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.86,0.85,0.003,0.15,0.15,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.86,0.85,0.003,0.15,0.15,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.83,1.62,0.002,0.15,0.26,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.83,1.62,0.002,0.15,0.26,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.83,1.62,0.002,0.15,0.26,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.83,1.62,0.002,0.15,0.26,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.83,1.62,0.002,0.15,0.26,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.83,1.62,0.002,0.15,0.26,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.83,1.62,0.002,0.15,0.26,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.83,1.62,0.002,0.15,0.26,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.83,1.62,0.002,0.15,0.26,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.87,1.53,0.003,0.17,0.14,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.87,1.53,0.003,0.17,0.14,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.87,1.53,0.003,0.17,0.14,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.87,1.53,0.003,0.17,0.14,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.87,1.53,0.003,0.17,0.14,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.87,1.53,0.003,0.17,0.14,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.87,1.53,0.003,0.17,0.14,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.87,1.53,0.003,0.17,0.14,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.87,1.53,0.003,0.17,0.14,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.87,1.66,0.006,0.17,0.16,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.87,1.66,0.006,0.17,0.16,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.87,1.66,0.006,0.17,0.16,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.87,1.66,0.006,0.17,0.16,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.87,1.66,0.006,0.17,0.16,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.01,0.87,1.66,0.006,0.17,0.16,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.01,0.87,1.66,0.006,0.17,0.16,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.01,0.87,1.66,0.006,0.17,0.16,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.01,0.87,1.66,0.006,0.17,0.16,18.5797836,11.04139269,3.8e+18,110000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,17.84509804,11.8920946,7e+17,780000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.25527251,11.8920946,1.8e+18,780000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,17.60205999,11.41497335,4e+17,260000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.0,11.50514998,1e+18,320000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,17.47712125,11.0,3e+17,100000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.04139269,11.0,1.1e+18,100000000000.0
290.0,0.01,0.84,1.6,0.002,0.16,0.16,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.01,0.84,1.6,0.002,0.16,0.16,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.01,0.84,1.6,0.002,0.16,0.16,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.01,0.84,1.6,0.002,0.16,0.16,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.01,0.84,1.6,0.002,0.16,0.16,18.61278386,11.07918125,4.1e+18,120000000000.0
